id_atendimento,id_cliente,id_funcionario,unidade,servico,valor,data,forma_pagamento
8514,401,29,Asa Sul,Sobrancelha,25.66,2024-09-09,Cartão
8515,164,34,Asa Sul,Hidratação,60.35,2024-11-25,Pix
8516,2163,4,Ceilândia,Hidratação,102.51,2025-02-07,Pix
8517,60,29,Taguatinga,Sobrancelha,27.08,2025-01-22,Cartão
8518,2000,5,Asa Norte,Corte,47.01,2025-10-02,Cartão
8519,1288,7,Asa Norte,Corte,51.99,2024-12-20,Cartão
8520,1090,24,Asa Norte,Hidratação,81.85,2025-09-16,Pix
8521,1508,23,Asa Sul,Corte,66.12,2025-08-18,Dinheiro
8522,1422,13,Asa Sul,Sobrancelha,23.16,2026-01-02,Pix
8523,1712,12,Ceilândia,Barba,27.66,2024-05-26,Pix
8524,1360,30,Taguatinga,Corte,42.56,2024-08-13,Pix
8525,2026,40,Taguatinga,Barba,38.62,2026-05-05,Pix
8526,1026,5,Taguatinga,Sobrancelha,28.14,2026-02-15,Cartão
8527,614,30,Taguatinga,Barba,41.86,2025-08-24,Cartão
8528,2275,17,Asa Sul,Hidratação,110.96,2025-01-17,Pix
8529,2819,25,Asa Sul,Corte,44.78,2024-07-22,Pix
8530,1226,29,Asa Sul,Corte,62.78,2025-10-25,Cartão
8531,2349,39,Taguatinga,Corte,45.64,2025-10-09,Cartão
8532,1853,27,Taguatinga,Corte,50.88,2024-11-07,Dinheiro
8533,529,21,Asa Norte,Corte,46.24,2025-03-21,Dinheiro
8534,1370,25,Asa Sul,Hidratação,62.49,2025-05-10,Dinheiro
8535,2953,15,Asa Sul,Hidratação,84.22,2025-10-29,Pix
8536,980,28,Ceilândia,Sobrancelha,20.54,2026-04-30,Cartão
8537,2360,32,Asa Norte,Pigmentação,66.71,2026-04-16,Pix
8538,936,30,Asa Sul,Pigmentação,72.72,2026-05-06,Cartão
8539,2763,21,Asa Norte,Sobrancelha,24.0,2026-02-23,Dinheiro
8540,1010,17,Ceilândia,Sobrancelha,21.81,2024-10-04,Pix
8541,476,22,Asa Sul,Sobrancelha,21.64,2024-07-16,Pix
8542,629,39,Taguatinga,Barba,41.39,2024-08-04,Cartão
8543,2834,35,Asa Norte,Corte,56.49,2024-11-21,Dinheiro
8544,1873,13,Taguatinga,Pigmentação,68.64,2025-10-09,Dinheiro
8545,231,38,Asa Sul,Sobrancelha,24.58,2024-10-29,Pix
8546,2626,16,Taguatinga,Barba,27.74,2024-10-23,Cartão
8547,969,1,Ceilândia,Hidratação,96.51,2025-11-01,Pix
8548,1566,23,Ceilândia,Hidratação,,2024-08-06,Dinheiro
8549,1466,14,Asa Norte,Pigmentação,52.77,2025-06-20,Dinheiro
8550,2813,15,Asa Sul,Corte,63.2,2026-01-04,Pix
8551,987,38,Ceilândia,Hidratação,109.77,2024-10-24,Pix
8552,2720,26,Asa Norte,Hidratação,92.61,2024-07-20,Cartão
8553,932,1,Asa Sul,Hidratação,83.54,2026-03-23,Pix
8554,2435,19,Taguatinga,Corte,60.19,2024-11-03,Dinheiro
8555,2543,10,Asa Norte,Corte,54.5,2025-02-22,Cartão
8556,1989,3,Asa Sul,Sobrancelha,31.94,2025-02-09,Pix
8557,2915,21,Ceilândia,Sobrancelha,26.21,2025-09-17,Cartão
8558,2586,26,Taguatinga,Sobrancelha,24.44,2024-05-14,Pix
8559,2746,38,Ceilândia,Barba,32.31,2024-12-23,Cartão
8560,2940,22,Asa Sul,Pigmentação,77.07,2025-12-05,Pix
8561,1280,25,Asa Norte,Corte,42.34,2024-09-04,Cartão
8562,37,30,Taguatinga,Barba,25.04,2024-08-29,Pix
8563,727,28,Asa Sul,Barba,29.03,2024-06-20,Pix
8564,1196,31,Taguatinga,Corte,56.83,2025-03-16,Pix
8565,1423,30,Asa Norte,Sobrancelha,22.72,2026-03-19,Cartão
8566,2209,35,Ceilândia,Pigmentação,59.97,2025-08-14,Pix
8567,788,28,Asa Sul,Pigmentação,56.28,2024-12-15,Pix
8568,521,40,Taguatinga,Hidratação,101.62,2025-07-06,Cartão
8569,649,29,Ceilândia,Pigmentação,74.47,2025-11-20,Pix
8570,326,21,Asa Norte,Corte,43.32,2024-12-25,Cartão
8571,1661,34,Asa Norte,Hidratação,66.99,2026-02-15,Pix
8572,368,6,Ceilândia,Sobrancelha,26.34,2025-11-06,Pix
8573,1654,27,Asa Norte,Sobrancelha,22.29,2026-05-03,Dinheiro
8574,1497,12,Asa Sul,Pigmentação,70.31,2025-10-15,Pix
8575,212,13,Ceilândia,Barba,39.1,2025-07-06,Dinheiro
8576,231,23,Asa Sul,Pigmentação,71.6,2025-05-07,Cartão
8577,2171,1,Asa Norte,Pigmentação,80.55,2024-06-19,Dinheiro
8578,811,5,Asa Norte,Corte,47.55,2024-10-26,Cartão
8579,2099,26,Ceilândia,Corte,43.31,2024-11-20,Pix
8580,2393,27,Asa Norte,Pigmentação,87.82,2025-12-07,Dinheiro
8581,2113,10,Ceilândia,Pigmentação,85.85,2025-04-21,Cartão
8582,220,3,Asa Sul,Barba,37.64,2026-04-28,Dinheiro
8583,1255,3,Asa Norte,Pigmentação,77.3,2025-09-18,Cartão
8584,2463,20,Taguatinga,Pigmentação,51.66,2025-10-31,Cartão
8585,2586,21,Ceilândia,Hidratação,99.87,2025-09-13,Cartão
8586,2819,21,Taguatinga,Sobrancelha,23.05,2024-06-15,Pix
8587,1709,3,Asa Norte,Hidratação,113.76,2025-12-22,Pix
8588,326,31,Taguatinga,Corte,61.94,2025-11-13,Pix
8589,1708,5,Taguatinga,Pigmentação,53.07,2025-12-13,Pix
8590,1855,26,Taguatinga,Barba,39.3,2026-03-06,Dinheiro
8591,226,12,Taguatinga,Barba,42.03,2025-05-20,Cartão
8592,778,28,Asa Sul,Sobrancelha,31.21,2025-02-14,Dinheiro
8593,171,22,Ceilândia,Barba,34.08,2026-04-26,Pix
8594,284,32,Ceilândia,Barba,32.76,2026-02-13,Cartão
8595,2050,18,Asa Sul,Barba,34.63,2025-03-26,Dinheiro
8596,1672,8,Asa Norte,Barba,26.35,2025-01-16,Dinheiro
8597,2808,32,Taguatinga,Barba,37.04,2024-05-29,Cartão
8598,1177,22,Asa Norte,Hidratação,90.35,2024-08-05,Cartão
8599,283,4,Ceilândia,Corte,57.05,2026-04-17,Dinheiro
8600,2502,6,Ceilândia,Corte,53.97,2025-11-27,Pix
8601,2334,26,Taguatinga,Hidratação,83.37,2025-07-18,Dinheiro
8602,396,35,Asa Sul,Barba,27.76,2024-09-03,Pix
8603,1353,36,Ceilândia,Pigmentação,67.95,2024-08-14,Pix
8604,718,5,Asa Norte,Hidratação,88.22,2025-07-18,Cartão
8605,1604,30,Asa Norte,Hidratação,71.79,2025-08-23,Cartão
8606,2825,3,Asa Norte,Hidratação,77.85,2026-01-24,Pix
8607,1054,31,Taguatinga,Hidratação,64.72,2025-05-04,Dinheiro
8608,2964,21,Asa Sul,Corte,56.27,2026-04-27,Cartão
8609,306,24,Asa Sul,Sobrancelha,21.27,2025-06-18,Dinheiro
8610,2882,26,Taguatinga,Corte,49.21,2024-11-19,Cartão
8611,2015,15,Asa Norte,Corte,57.34,2025-02-21,Cartão
8612,2712,27,Asa Sul,Corte,55.49,2024-11-13,Pix
8613,1646,23,Asa Norte,Sobrancelha,29.2,2025-09-21,Cartão
8614,2387,19,Taguatinga,Hidratação,64.62,2025-10-15,Pix
8615,1623,35,Taguatinga,Hidratação,106.11,2025-09-23,Dinheiro
8616,306,33,Ceilândia,Pigmentação,76.46,2025-12-10,Cartão
8617,1549,34,Taguatinga,Sobrancelha,30.81,2026-04-29,Dinheiro
8618,83,22,Asa Sul,Hidratação,100.34,2025-11-22,Cartão
8619,249,5,Asa Sul,Sobrancelha,20.09,2026-01-31,Pix
8620,435,20,Asa Norte,Corte,65.99,2025-09-14,Pix
8621,1074,1,Asa Sul,Hidratação,79.21,2024-09-16,Dinheiro
8622,1447,26,Asa Sul,Hidratação,93.01,2026-05-08,Cartão
8623,1304,30,Asa Norte,Barba,28.64,2024-10-18,Pix
8624,30,31,Ceilândia,Hidratação,113.2,2025-04-20,Pix
8625,49,29,Ceilândia,Barba,28.99,2024-12-25,Pix
8626,259,4,Taguatinga,Pigmentação,78.13,2026-05-10,Cartão
8627,1368,23,Ceilândia,Corte,53.38,2025-05-26,Pix
8628,2647,32,Asa Norte,Sobrancelha,23.15,2026-04-22,Cartão
8629,687,28,Ceilândia,Corte,43.3,2025-09-02,Cartão
8630,848,36,Asa Sul,Corte,40.65,2025-03-20,Cartão
8631,889,1,Ceilândia,Corte,64.32,2025-09-27,Dinheiro
8632,2228,13,Asa Sul,Sobrancelha,31.14,2024-05-22,Cartão
8633,2901,32,Asa Sul,Barba,38.92,2025-05-03,Cartão
8634,686,34,Taguatinga,Pigmentação,88.15,2026-03-12,Pix
8635,1012,10,Taguatinga,Hidratação,71.32,2025-09-06,Pix
8636,2083,33,Asa Norte,Pigmentação,57.77,2024-09-13,Cartão
8637,208,37,Asa Norte,Pigmentação,73.09,2024-06-05,Pix
8638,2017,29,Asa Sul,Sobrancelha,32.73,2025-06-29,Cartão
8639,2570,38,Asa Norte,Sobrancelha,23.26,2024-08-11,Pix
8640,2412,10,Asa Norte,Corte,61.18,2025-02-09,Pix
8641,2755,10,Asa Sul,Barba,30.69,2025-12-01,Pix
8642,1719,3,Ceilândia,Barba,41.77,2025-03-23,Pix
8643,427,10,Ceilândia,Corte,54.78,2024-09-28,Pix
8644,531,11,Ceilândia,Hidratação,119.84,2025-06-08,Cartão
8645,2599,19,Asa Sul,Hidratação,108.75,2025-05-29,Dinheiro
8646,2724,26,Ceilândia,Pigmentação,77.35,2025-12-18,Cartão
8647,497,5,Ceilândia,Pigmentação,84.81,2024-09-05,Cartão
8648,2223,16,Ceilândia,Pigmentação,66.85,2026-03-07,Pix
8649,2288,30,Ceilândia,Hidratação,114.13,2025-06-08,Pix
8650,920,9,Ceilândia,Pigmentação,60.16,2025-10-11,Dinheiro
8651,1755,29,Asa Norte,Sobrancelha,34.15,2025-08-27,Pix
8652,751,8,Asa Sul,Barba,29.69,2024-12-31,Dinheiro
8653,1542,11,Ceilândia,Hidratação,80.61,2026-04-28,Pix
8654,403,27,Asa Sul,Barba,42.0,2025-09-27,Cartão
8655,2501,28,Asa Sul,Barba,36.19,2026-01-17,Dinheiro
8656,2543,22,Asa Sul,Corte,61.75,2025-08-13,Cartão
8657,319,23,Ceilândia,Sobrancelha,22.1,2025-03-27,Pix
8658,1229,19,Asa Sul,Hidratação,96.19,2026-01-17,Cartão
8659,2707,23,Asa Norte,Barba,33.08,2025-07-26,Pix
8660,76,17,Asa Sul,Sobrancelha,20.54,2024-06-14,Cartão
8661,2997,2,Taguatinga,Barba,40.54,2025-10-19,Cartão
8662,1255,8,Asa Sul,Corte,43.15,2026-04-14,Dinheiro
8663,1854,23,Asa Sul,Hidratação,105.43,2025-12-16,Dinheiro
8664,587,7,Taguatinga,Hidratação,112.0,2024-07-17,Pix
8665,425,8,Taguatinga,Hidratação,72.17,2024-06-25,Cartão
8666,2770,1,Asa Sul,Pigmentação,50.52,2024-10-01,Pix
8667,2948,22,Asa Sul,Sobrancelha,25.79,2026-04-01,Dinheiro
8668,1927,7,Ceilândia,Pigmentação,76.13,2026-02-17,Pix
8669,1314,17,Asa Sul,Hidratação,101.46,2025-08-16,Pix
8670,1676,9,Asa Sul,Hidratação,117.43,2025-10-23,Pix
8671,593,6,Asa Sul,Barba,37.17,2024-07-04,Dinheiro
8672,1030,40,Taguatinga,Hidratação,63.22,2025-07-13,Cartão
8673,2197,38,Asa Sul,Hidratação,74.71,2025-05-03,Pix
8674,1957,13,Ceilândia,Sobrancelha,33.69,2024-06-21,Pix
8675,2798,21,Asa Norte,Hidratação,61.45,2025-09-16,Pix
8676,2119,32,Taguatinga,Sobrancelha,21.17,2026-04-10,Cartão
8677,1988,40,Asa Sul,Hidratação,91.74,2025-11-07,Dinheiro
8678,1324,5,Asa Sul,Barba,40.45,2025-03-24,Cartão
8679,1977,31,Asa Sul,Corte,48.53,2025-11-01,Pix
8680,2737,28,Asa Sul,Pigmentação,82.33,2024-12-02,Pix
8681,2347,11,Taguatinga,Corte,46.4,2025-02-13,Dinheiro
8682,1404,3,Asa Sul,Pigmentação,58.77,2025-08-06,Cartão
8683,2606,31,Asa Sul,Pigmentação,66.77,2025-02-02,Cartão
8684,2951,16,Ceilândia,Corte,68.16,2025-03-10,Dinheiro
8685,2404,38,Taguatinga,Corte,58.02,2025-03-05,Cartão
8686,1384,26,Asa Sul,Barba,41.76,2024-08-20,Dinheiro
8687,1689,6,Asa Norte,Hidratação,94.21,2026-04-04,Dinheiro
8688,515,9,Taguatinga,Sobrancelha,28.42,2024-08-12,Cartão
8689,2993,8,Ceilândia,Sobrancelha,30.34,2024-05-30,Pix
8690,45,19,Ceilândia,Corte,49.24,2025-01-09,Cartão
8691,2695,2,Ceilândia,Sobrancelha,27.08,2024-07-25,Dinheiro
8692,927,35,Asa Sul,Barba,39.28,2025-12-04,Cartão
8693,2345,20,Taguatinga,Pigmentação,53.29,2024-05-13,Pix
8694,953,28,Taguatinga,Corte,41.6,2025-07-13,Dinheiro
8695,1764,21,Ceilândia,Corte,52.09,2025-07-05,Dinheiro
8696,2967,19,Ceilândia,Sobrancelha,30.25,2025-02-03,Pix
8697,2739,7,Ceilândia,Pigmentação,85.61,2024-09-02,Cartão
8698,1259,28,Asa Sul,Corte,63.1,2025-09-08,Cartão
8699,1112,22,Taguatinga,Barba,32.61,2024-10-07,Dinheiro
8700,1921,32,Asa Norte,Corte,40.28,2025-08-01,Cartão
8701,2058,20,Asa Sul,Sobrancelha,30.57,2026-04-02,Pix
8702,2976,24,Ceilândia,Sobrancelha,27.45,2024-10-30,Dinheiro
8703,1720,9,Ceilândia,Corte,64.64,2024-06-26,Cartão
8704,1512,24,Asa Sul,Sobrancelha,23.01,2024-05-30,Pix
8705,2818,26,Ceilândia,Hidratação,106.58,2026-03-03,Pix
8706,1721,4,Asa Sul,Pigmentação,89.25,2024-05-12,Cartão
8707,2906,8,Asa Norte,Pigmentação,64.08,2026-02-17,Cartão
8708,2239,5,Taguatinga,Pigmentação,57.06,2025-12-28,Cartão
8709,13,8,Asa Norte,Corte,66.08,2024-06-24,Dinheiro
8710,2091,23,Ceilândia,Corte,64.05,2026-02-10,Dinheiro
8711,167,34,Asa Norte,Sobrancelha,26.71,2024-06-10,Pix
8712,135,32,Asa Norte,Hidratação,111.05,2026-02-21,Pix
8713,2876,29,Ceilândia,Barba,40.62,2025-06-14,Dinheiro
8714,2844,5,Ceilândia,Hidratação,108.32,2026-05-05,Pix
8715,555,1,Taguatinga,Pigmentação,77.59,2024-10-01,Cartão
8716,439,10,Asa Sul,Barba,25.45,2024-06-03,Pix
8717,1416,31,Ceilândia,Hidratação,103.87,2024-11-07,Pix
8718,2364,5,Asa Norte,Barba,31.79,2025-02-12,Cartão
8719,97,25,Asa Norte,Sobrancelha,21.17,2024-05-18,Pix
8720,1398,14,Asa Sul,Barba,37.69,2026-05-05,Pix
8721,2228,27,Taguatinga,Barba,40.75,2024-12-22,Cartão
8722,2746,8,Taguatinga,Corte,42.02,2024-10-24,Pix
8723,419,21,Taguatinga,Hidratação,113.32,2025-04-14,Dinheiro
8724,688,21,Asa Sul,Sobrancelha,20.57,2025-02-02,Cartão
8725,2605,31,Asa Sul,Sobrancelha,32.27,2025-02-12,Dinheiro
8726,1109,35,Ceilândia,Corte,52.43,2025-06-05,Dinheiro
8727,2441,11,Taguatinga,Barba,37.2,2024-09-19,Cartão
8728,563,28,Asa Sul,Hidratação,77.34,2026-01-26,Pix
8729,2853,22,Asa Norte,Barba,42.5,2026-04-15,Pix
8730,560,15,Taguatinga,Corte,53.04,2024-11-07,Cartão
8731,2210,11,Taguatinga,Barba,29.25,2024-11-02,Cartão
8732,85,27,Ceilândia,Hidratação,76.15,2024-09-29,Pix
8733,2248,28,Ceilândia,Barba,37.32,2026-03-25,Pix
8734,270,29,Asa Norte,Barba,37.8,2026-01-27,Dinheiro
8735,1478,25,Asa Sul,Hidratação,65.75,2024-11-20,Pix
8736,1596,25,Ceilândia,Corte,47.47,2025-07-31,Dinheiro
8737,2457,3,Asa Norte,Corte,69.95,2026-02-06,Cartão
8738,2304,12,Asa Norte,Hidratação,91.7,2024-09-05,Dinheiro
8739,2550,3,Asa Sul,Pigmentação,77.94,2026-01-19,Pix
8740,1121,11,Asa Sul,Barba,33.36,2025-06-26,Pix
8741,2280,30,Taguatinga,Pigmentação,80.86,2025-07-07,Pix
8742,1808,15,Asa Norte,Corte,52.67,2025-10-13,Pix
8743,620,19,Asa Norte,Barba,27.7,2024-08-26,Dinheiro
8744,2638,36,Ceilândia,Hidratação,108.44,2024-06-07,Dinheiro
8745,589,3,Asa Sul,Pigmentação,76.94,2025-02-17,Pix
8746,1366,38,Ceilândia,Corte,47.22,2025-11-28,Cartão
8747,1274,31,Asa Norte,Sobrancelha,24.06,2025-01-16,Pix
8748,1095,20,Taguatinga,Pigmentação,86.52,2025-07-09,Dinheiro
8749,781,26,Ceilândia,Sobrancelha,31.42,2025-04-09,Pix
8750,564,33,Asa Sul,Sobrancelha,26.55,2026-04-05,Pix
8751,1749,21,Asa Norte,Barba,28.76,2025-11-08,Dinheiro
8752,2908,30,Asa Sul,Corte,56.79,2025-07-14,Cartão
8753,1107,7,Asa Sul,Corte,50.3,2025-02-17,Cartão
8754,1765,16,Ceilândia,Barba,44.67,2025-07-23,Cartão
8755,1431,20,Taguatinga,Corte,60.88,2025-06-10,Pix
8756,2986,6,Ceilândia,Hidratação,63.99,2025-06-11,Dinheiro
8757,851,31,Taguatinga,Hidratação,93.93,2024-11-30,Pix
8758,592,21,Asa Norte,Sobrancelha,27.34,2025-07-14,Pix
8759,2601,2,Ceilândia,Pigmentação,55.57,2025-04-18,Pix
8760,2026,24,Asa Sul,Corte,60.18,2025-01-13,Dinheiro
8761,2862,35,Ceilândia,Hidratação,85.37,2024-12-19,Cartão
8762,1388,10,Asa Norte,Hidratação,64.05,2024-07-03,Pix
8763,799,21,Taguatinga,Corte,45.74,2025-03-21,Cartão
8764,279,4,Asa Sul,Sobrancelha,20.84,2025-07-27,Dinheiro
8765,2636,28,Ceilândia,Barba,44.01,2025-06-10,Pix
8766,1378,9,Taguatinga,Barba,29.32,2025-04-12,Pix
8767,1542,4,Asa Norte,Pigmentação,88.01,2024-06-04,Pix
8768,223,27,Taguatinga,Corte,68.94,2024-08-20,Pix
8769,414,36,Taguatinga,Barba,33.67,2024-06-04,Dinheiro
8770,224,31,Ceilândia,Hidratação,102.27,2025-07-28,Pix
8771,417,32,Ceilândia,Pigmentação,72.38,2025-03-31,Cartão
8772,1734,6,Ceilândia,Hidratação,118.12,2025-10-16,Pix
8773,695,36,Asa Norte,Hidratação,99.33,2025-12-08,Dinheiro
8774,2556,15,Asa Norte,Barba,26.6,2024-05-27,Dinheiro
8775,1732,25,Asa Sul,Barba,35.58,2026-03-12,Dinheiro
8776,435,4,Asa Sul,Pigmentação,57.24,2026-02-09,Pix
8777,1189,7,Ceilândia,Pigmentação,60.31,2024-10-04,Cartão
8778,2474,29,Ceilândia,Barba,39.9,2025-01-16,Pix
8779,966,16,Taguatinga,Hidratação,62.62,2026-02-05,Cartão
8780,2277,40,Ceilândia,Pigmentação,61.93,2025-11-03,Pix
8781,1228,32,Asa Sul,Hidratação,114.91,2025-11-13,Pix
8782,2683,5,Ceilândia,Pigmentação,52.62,2024-11-16,Pix
8783,1501,40,Asa Sul,Hidratação,108.47,2025-02-19,Cartão
8784,1437,2,Asa Sul,Corte,40.75,2025-12-27,Pix
8785,778,34,Ceilândia,Barba,37.47,2025-11-11,Cartão
8786,1808,3,Asa Norte,Hidratação,108.19,2024-07-31,Pix
8787,1927,18,Taguatinga,Pigmentação,68.88,2024-06-16,Cartão
8788,2272,34,Ceilândia,Corte,67.63,2024-12-10,Dinheiro
8789,435,33,Asa Norte,Hidratação,60.61,2025-01-23,Dinheiro
8790,1758,31,Ceilândia,Hidratação,61.66,2025-11-26,Pix
8791,900,37,Ceilândia,Corte,54.96,2024-06-25,Cartão
8792,2508,10,Asa Norte,Corte,43.49,2024-12-27,Cartão
8793,1076,3,Ceilândia,Barba,25.57,2025-03-20,Dinheiro
8794,1302,21,Ceilândia,Corte,58.17,2024-12-05,Dinheiro
8795,2416,34,Ceilândia,Barba,36.69,2025-09-09,Dinheiro
8796,85,36,Ceilândia,Sobrancelha,31.33,2025-06-23,Dinheiro
8797,1664,10,Asa Norte,Barba,33.53,2025-02-22,Dinheiro
8798,560,14,Asa Sul,Hidratação,78.08,2026-01-31,Cartão
8799,220,10,Taguatinga,Barba,43.88,2024-05-13,Dinheiro
8800,432,37,Asa Sul,Pigmentação,84.23,2024-09-20,Cartão
8801,760,25,Asa Norte,Hidratação,75.61,2025-09-09,Pix
8802,1346,15,Ceilândia,Barba,32.26,2026-03-03,Dinheiro
8803,609,5,Asa Norte,Sobrancelha,33.0,2024-06-19,Dinheiro
8804,1136,9,Ceilândia,Barba,35.27,2024-07-11,Dinheiro
8805,2180,34,Taguatinga,Hidratação,105.61,2025-12-18,Dinheiro
8806,905,17,Ceilândia,Hidratação,76.47,2025-10-09,Cartão
8807,2163,6,Ceilândia,Pigmentação,70.3,2025-01-03,Cartão
8808,406,4,Asa Sul,Barba,43.9,2026-01-13,Dinheiro
8809,1690,3,Taguatinga,Pigmentação,76.81,2025-07-10,Pix
8810,2829,40,Taguatinga,Hidratação,63.15,2024-07-15,Cartão
8811,79,22,Asa Sul,Sobrancelha,24.48,2025-10-27,Dinheiro
8812,2653,34,Asa Sul,Corte,63.73,2024-07-30,Pix
8813,1459,34,Ceilândia,Barba,29.33,2026-01-29,Dinheiro
8814,1991,39,Ceilândia,Corte,51.32,2024-08-01,Cartão
8815,837,21,Taguatinga,Sobrancelha,22.19,2025-01-04,Dinheiro
8816,484,19,Taguatinga,Barba,27.86,2025-08-26,Pix
8817,1808,7,Ceilândia,Sobrancelha,25.34,2024-12-18,Pix
8818,444,4,Taguatinga,Sobrancelha,34.67,2026-04-03,Dinheiro
8819,2829,34,Ceilândia,Corte,69.23,2024-12-06,Dinheiro
8820,1061,4,Asa Norte,Hidratação,72.07,2025-12-27,Dinheiro
8821,678,38,Taguatinga,Sobrancelha,28.19,2026-05-06,Cartão
8822,2483,11,Asa Norte,Pigmentação,56.32,2024-12-23,Pix
8823,1923,3,Asa Norte,Hidratação,102.3,2025-08-31,Pix
8824,2108,15,Ceilândia,Corte,62.3,2026-04-13,Pix
8825,201,25,Taguatinga,Sobrancelha,27.56,2024-06-27,Cartão
8826,1345,39,Asa Norte,Corte,67.94,2025-01-29,Dinheiro
8827,2970,30,Taguatinga,Corte,59.64,2025-02-13,Cartão
8828,561,20,Asa Norte,Sobrancelha,29.33,2024-08-07,Pix
8829,1036,3,Asa Sul,Barba,31.29,2025-01-23,Cartão
8830,2103,38,Taguatinga,Pigmentação,84.74,2025-04-10,Cartão
8831,2324,28,Taguatinga,Sobrancelha,29.23,2025-02-02,Cartão
8832,2184,28,Taguatinga,Corte,45.06,2026-02-01,Pix
8833,1933,21,Taguatinga,Hidratação,87.63,2024-12-25,Cartão
8834,2502,40,Asa Sul,Pigmentação,63.75,2025-12-19,Dinheiro
8835,931,19,Taguatinga,Barba,34.15,2024-08-22,Pix
8836,1602,21,Asa Sul,Hidratação,80.21,2024-12-27,Cartão
8837,607,16,Asa Norte,Corte,56.21,2024-10-01,Cartão
8838,442,18,Ceilândia,Pigmentação,89.38,2024-06-12,Pix
8839,551,16,Asa Sul,Pigmentação,79.4,2026-03-31,Pix
8840,2359,23,Asa Norte,Hidratação,78.71,2026-05-11,Pix
8841,625,16,Taguatinga,Corte,56.47,2025-07-01,Pix
8842,2046,27,Ceilândia,Hidratação,83.21,2026-02-14,Pix
8843,1865,12,Taguatinga,Hidratação,95.39,2025-08-20,Pix
8844,2172,24,Ceilândia,Pigmentação,58.4,2024-12-07,Cartão
8845,237,25,Asa Sul,Corte,60.1,2024-10-08,Cartão
8846,1673,28,Taguatinga,Pigmentação,89.16,2025-01-25,Dinheiro
8847,1100,12,Asa Sul,Barba,36.82,2025-09-01,Pix
8848,1475,21,Taguatinga,Hidratação,61.04,2026-03-08,Dinheiro
8849,2917,6,Asa Norte,Hidratação,93.23,2024-07-04,Dinheiro
8850,2229,19,Asa Norte,Barba,29.39,2025-05-24,Pix
8851,2193,21,Ceilândia,Hidratação,81.47,2026-04-12,Cartão
8852,601,32,Asa Sul,Hidratação,71.14,2025-06-22,Pix
8853,1410,37,Asa Sul,Corte,59.69,2025-10-29,Cartão
8854,2882,9,Ceilândia,Sobrancelha,27.6,2026-05-04,Pix
8855,1472,38,Ceilândia,Pigmentação,62.97,2024-10-27,Dinheiro
8856,1016,19,Asa Sul,Hidratação,117.06,2026-03-01,Cartão
8857,2561,24,Asa Norte,Sobrancelha,22.69,2024-11-11,Dinheiro
8858,2473,14,Ceilândia,Corte,42.58,2025-07-14,Cartão
8859,1069,15,Asa Sul,Corte,41.45,2025-01-25,Dinheiro
8860,818,11,Ceilândia,Hidratação,82.11,2024-06-17,Dinheiro
8861,715,18,Taguatinga,Corte,63.52,2025-09-30,Dinheiro
8862,2662,29,Asa Norte,Hidratação,76.71,2025-07-20,Cartão
8863,681,9,Taguatinga,Corte,44.41,2024-09-25,Cartão
8864,2201,34,Asa Norte,Barba,38.38,2025-11-26,Cartão
8865,2613,26,Ceilândia,Hidratação,91.37,2026-04-08,Pix
8866,2324,36,Taguatinga,Corte,50.69,2025-09-11,Pix
8867,2630,37,Taguatinga,Corte,53.96,2024-10-21,Cartão
8868,2128,18,Asa Sul,Corte,63.47,2025-03-16,Pix
8869,2876,4,Ceilândia,Pigmentação,70.3,2025-06-08,Cartão
8870,2955,30,Asa Norte,Barba,26.24,2026-04-07,Dinheiro
8871,359,25,Asa Sul,Hidratação,61.08,2025-05-25,Dinheiro
8872,118,38,Asa Sul,Pigmentação,82.57,2026-04-11,Cartão
8873,486,33,Ceilândia,Pigmentação,63.44,2025-08-02,Pix
8874,2728,24,Taguatinga,Hidratação,114.84,2024-11-22,Dinheiro
8875,322,8,Taguatinga,Barba,27.59,2025-08-08,Pix
8876,1622,24,Ceilândia,Pigmentação,53.51,2024-08-09,Cartão
8877,723,9,Asa Norte,Hidratação,86.67,2024-09-15,Dinheiro
8878,2860,3,Taguatinga,Sobrancelha,25.78,2025-11-10,Pix
8879,2245,17,Asa Sul,Corte,43.77,2025-07-10,Pix
8880,1717,28,Asa Sul,Pigmentação,61.46,2025-12-12,Pix
8881,1356,23,Asa Norte,Barba,35.29,2025-11-02,Cartão
8882,1278,3,Asa Sul,Corte,63.25,2025-05-17,Cartão
8883,491,30,Ceilândia,Barba,42.38,2024-08-21,Cartão
8884,1482,13,Ceilândia,Sobrancelha,22.58,2025-12-09,Cartão
8885,1639,13,Taguatinga,Pigmentação,69.79,2026-02-15,Cartão
8886,461,16,Ceilândia,Sobrancelha,26.08,2025-11-26,Cartão
8887,2039,24,Taguatinga,Hidratação,85.41,2024-05-23,Pix
8888,182,13,Asa Norte,Corte,45.97,2025-09-16,Dinheiro
8889,920,27,Asa Norte,Sobrancelha,20.8,2025-11-30,Cartão
8890,1298,29,Asa Norte,Hidratação,75.03,2024-06-20,Dinheiro
8891,466,28,Ceilândia,Barba,31.97,2024-09-22,Pix
8892,452,7,Asa Norte,Pigmentação,88.9,2024-07-11,Dinheiro
8893,1904,40,Asa Norte,Barba,26.69,2025-08-03,Dinheiro
8894,2995,12,Asa Norte,Pigmentação,56.92,2025-10-17,Pix
8895,2987,38,Ceilândia,Barba,44.2,2025-05-24,Cartão
